#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S25048	1997-070D	Blok DM-2M No. 8L	1997 Nov 12	1997 Nov 12 2320	2026 Jul 17 0352	    1445.175 	   35901.6 	 	   36026.6 	 	 14.73 	 	GEO/ID	175.98W	 +   2.275W	1997 Nov 12 1700:00	R	-
S25045	1997-070A	Kupon	1997 Nov 12	1997 Nov 12 2340	2026 Jul 16 2205	    1436.453 	   35775.8 	 	   35811.4 	 	 14.55 	 	GEO/I	 88.40E	 +   0.097W	1998 Mar	P	-
S25050	1997-071B	Cakrawarta 1	1997 Nov 12	1997 Nov 17 0130	2026 Jul 17 0313	    1435.225 	   35763.0 	 	   35776.0 	 	 12.99 	 	GEO/ID	 43.95E	 +   0.212E	2012 Aug 17	P	-
S25049	1997-071A	Astra 5A	1997 Nov 12	1997 Nov 18 0900	2026 Jul 16 1029	    1448.608 	   36015.0 	 	   36047.3 	 	 12.06 	 	GEO/ID	124.19E	 +   3.125W	2009 Apr 12	P	-
S25067	1997-075A	JCSAT 1B	1997 Dec  2	1997 Dec  7 0152	2026 Jul 17 0452	    1459.647 	   36165.9 	 	   36326.7 	 	 11.59 	 	GEO/ID	 33.68E	 +   5.831W	2017 Jul 19 0409	P	-
S25071	1997-076A	Astra 1G	1997 Dec  2	1997 Dec 11 0700	2026 Jul 17 0454	    1454.012 	   36100.9 	 	   36172.2 	 	  9.57 	 	GEO/ID	 41.00E	 +   4.455W	2023 Jun 29	P	-
S25086	1997-078A	Galaxy 8i	1997 Dec  8	1997 Dec 22 1400	2026 Jul 17 0532	    1444.218 	   35914.7 	 	   35976.2 	 	 14.07 	 	GEO/ID	171.53E	 +   2.037W	2004 Jul	P	-
S25110	1997-083A	INTELSAT 804	1997 Dec 22	1997 Dec 27?    	2026 Jul 16 1914	    1436.136 	   35750.1 	 	   35824.7 	 	 13.18 	 	GEO/I	164.04E	 +   0.017W	2005 Jan 14	P	-
S25134	1998-002A	Skynet 4D	1998 Jan 10	1998 Jan 12 0230	2026 Jul 17 0706	    1452.259 	   36083.3 	 	   36121.4 	 	 12.83 	 	GEO/ID	142.17E	 +   4.024W	2008 Jan 24?	P	-
S25153	1998-006B	INMARSAT III F-5	1998 Feb  4	1998 Feb  7 0950	2026 Jul 17 0102	    1436.087 	   35767.8 	 	   35805.0 	 	  9.76 	 	GEO/I	 54.24W	 +   0.005W	*	P	-
S25152	1998-006A	Star One B3	1998 Feb  4	1998 Feb 12?    	2026 Jul 17 0057	    1451.401 	   36074.8 	 	   36096.5 	 	 10.86 	 	GEO/ID	 89.86E	 +   3.814W	2018 Aug 15	P	-
S25237	1998-013A	EUTELSAT 16B	1998 Feb 27	1998 Mar        	2026 Jul 16 1329	    1465.237 	   36342.7 	 	   36367.5 	 	 11.12 	 	GEO/ID	135.15E	 +   7.186W	2015 Mar 27	P	-
S25239	1998-014A	NSS 806	1998 Feb 28	1998 Mar  8 1600	2026 Jul 16 2327	    1453.364 	   36094.6 	 	   36153.2 	 	  7.20 	 	GEO/ID	 28.51W	 +   4.296W	2018 Oct  8	P	-
S25258	1998-016A	UHF F/O F8	1998 Mar 16	1998 Mar 23     	2026 Jul 16 2053	    1436.193 	   35771.7 	 	   35805.2 	 	 11.17 	 	GEO/I	152.57E	 +   0.031W	2022 May?	P	-
S25318	1998-025D	Blok DM-2 No. 96L	1998 Apr 29	1998 Apr 29 1112	2026 Jul 16 2043	    1439.273 	   35720.6 	 	   35976.9 	 	 14.00 	 	GEO/ID	118.86E	 +   0.804W	1998 Apr 29 0436:54	R	-
S25315	1998-025A	Kosmos-2350	1998 Apr 29	1998 Apr 29 1130	2026 Jul 16 2357	    1435.917 	   35754.0 	 	   35812.1 	 	 13.97 	 	GEO/I	 78.27E	 +   0.038E	1998 Jul  6	P	-
S25312	1998-024B	BSAT 1b	1998 Apr 28	1998 May  3 0300	2026 Jul 17 0403	    1452.800 	   36102.9 	 	   36123.0 	 	 11.55 	 	GEO/ID	140.29W	 +   4.157W	2007 Jul 15	P	-
S25311	1998-024A	Nilesat 101	1998 Apr 28	1998 May        	2026 Jul 17 0054	    1478.539 	   36515.5 	 	   36711.1 	 	 10.76 	 	GEO/ID	 81.93W	 +  10.369W	2013 Feb 11	P	-
S25337	1998-029B	Centaur TC-18	1998 May  9	1998 May  9 0721	2026 Jul 16 1806	    1435.744 	   35584.1 	 	   35975.3 	 	  7.61 	 	GEO/I	136.26E	 +   0.082E	1998 May  9 0138:01	R	-
S25336	1998-029A	USA 139	1998 May  9	1998 May  9 0725	2025 Apr  3 1226	    1436.122 	   35623.2 	 	   35951.0 	 	  7.41 	 	GEO/I	 26.22W	 +   0.014W	*	P	-
S25331	1998-028A	Echostar IV	1998 May  7	1998 May 18?    	2026 Jul 16 2048	    1455.249 	   36117.5 	 	   36203.8 	 	 11.78 	 	GEO/ID	135.19E	 +   4.758W	2011 Jul 16	P	-
S25354	1998-033A	Zhongxing 5A	1998 May 30	1998 Jun 11 1500	2026 Jul 16 1743	    1454.646 	   36127.3 	 	   36170.5 	 	  9.03 	 	GEO/ID	152.30W	 +   4.610W	2018 Jun 22	P	-
S25358	1998-035A	Thor III	1998 Jun 10	1998 Jun 12 0500	2026 Jul 17 0541	    1457.083 	   36180.2 	 	   36212.6 	 	 11.85 	 	GEO/ID	123.18W	 +   5.206W	2019 Jul  9?	P	-
S25126	1997-086A	HGS-1	1997 Dec 24	1998 Jun 17 1841	2026 Jul 16 2017	    1436.134 	   35573.5 	 	   36001.1 	 	 13.21 	 	GEO/I	 33.43W	 +   0.017W	2002 Jul  1	P	-
S25371	1998-037A	INTELSAT 805	1998 Jun 18	1998 Jun 23 1500	2026 Jul 16 1920	    1447.532 	   35962.0 	 	   36058.2 	 	  7.96 	 	GEO/ID	174.05W	 +   2.859W	2020 Jan 16	P	-
S25404	1998-044A	PSN V	1998 Jul 18	1998 Jul 23?    	2026 Jul 16 2317	    1451.649 	   36075.2 	 	   36105.7 	 	 11.02 	 	GEO/ID	 61.00W	 +   3.874W	2013 Jul  7	P	-
S25460	1998-049A	ST-1	1998 Aug 25	1998 Aug 30 0500	2026 Jul 17 0630	    1458.245 	   36167.2 	 	   36270.8 	 	 11.12 	 	GEO/ID	 15.96E	 +   5.490W	2013 Dec 18	P	-
S25462	1998-050A	Astra 2A	1998 Aug 30	1998 Sep  5?    	2026 Jul 17 0543	    1459.519 	   36138.0 	 	   36349.7 	 	  7.18 	 	GEO/ID	 20.99W	 +   5.800W	2025 May 14	P	-
S25473	1998-052A	Intelsat IS-7	1998 Sep 16	1998 Sep 24?    	2026 Jul 17 0509	    1466.259 	   36349.1 	 	   36400.8 	 	 10.51 	 	GEO/ID	102.53W	 +   7.433W	2016 Feb 25	P	-
S25492	1998-056B	Sirius 3	1998 Oct  5	1998 Oct  8 0930	2026 Jul 16 2319	    1454.026 	   36126.6 	 	   36147.0 	 	 11.83 	 	GEO/ID	 55.33W	 +   4.458W	2015 Nov 12	P	-
S25491	1998-056A	Eutelsat W2	1998 Oct  5	1998 Oct 10 1100	2026 Jul 17 0231	    1450.756 	   36060.3 	 	   36085.8 	 	 11.71 	 	GEO/ID	101.40W	 +   3.655W	2010 Mar 30	P	-
S25495	1998-057A	EUTELSAT 4B	1998 Oct  9	1998 Oct 14 1130	2026 Jul 16 2225	    1462.561 	   36234.7 	 	   36371.3 	 	 10.59 	 	GEO/ID	 19.74W	 +   6.539W	2013 Sep 25	P	-
S25501	1998-058A	UHF F/O F9	1998 Oct 20	1998 Oct 27 0430	2026 Jul 17 0316	    1466.759 	   36339.2 	 	   36430.1 	 	 11.34 	 	GEO/ID	 55.26E	 +   7.553W	2006 Sep?	P	-
S25515	1998-063A	Spectrum 2	1998 Oct 28	1998 Oct 31 1300	2026 Jul 16 1745	    1454.431 	   36130.2 	 	   36159.2 	 	 10.29 	 	GEO/ID	147.81W	 +   4.558W	2017 Dec 26?	P	-
S25516	1998-063B	AMC 5	1998 Oct 28	1998 Nov  4 1500	2026 Jul 16 2007	    1449.620 	   36038.0 	 	   36063.8 	 	 11.49 	 	GEO/ID	  7.63W	 +   3.375W	2014 May 17	P	-
S25522	1998-065A	Intelsat IS-8	1998 Nov  4	1998 Nov 10?    	2026 Jul 16 2217	    1512.826 	   36035.4 	 	   38515.4 	 	  9.22 	 	VHEO	 17.30W	 +  18.316W	2016 Dec 31?	P	-
S25546	1998-068A	BONUM-1	1998 Nov 22	1998 Nov 28 2100	2026 Jul 17 0057	    1454.000 	   36121.2 	 	   36151.4 	 	 10.95 	 	GEO/ID	 71.17W	 +   4.452W	2014 Dec  9	P	-
S25558	1998-070A	EUTELSAT 115 WEST A	1998 Dec  6	1998 Dec 22?    	2026 Jul 17 0410	    1458.681 	   36205.6 	 	   36249.4 	 	 10.40 	 	GEO/ID	114.73W	 +   5.596W	2016 Apr 26	P	-
S25585	1998-075A	Intelsat IS-6B	1998 Dec 22	1999 Jan  1?    	2026 Jul 16 2017	    1452.253 	   36028.5 	 	   36176.0 	 	 12.38 	 	GEO/ID	 27.33W	 +   4.023W	2008 Mar 24	P	-
S25626	1999-005A	Galaxy 26	1999 Feb 15	1999 Feb 19 0100	2026 Jul 16 2054	    1454.529 	   36130.5 	 	   36162.8 	 	 11.70 	 	GEO/ID	156.49E	 +   4.582W	2014 Jun  5	P	-
S25645	1999-010D	Blok DM-2 No. 84L	1999 Feb 28	1999 Feb 28 1020	2026 Jul 17 0353	    1468.701 	   36334.5 	 	   36510.3 	 	 16.45 	 	GEO/ID	172.77W	 +   8.021W	1999 Feb 28 0400:00	R	-
S25642	1999-010A	Raduga-1	1999 Feb 28	1999 Feb 28 1040	2026 Jul 16 2218	    1437.134 	   35785.0 	 	   35828.8 	 	 15.64 	 	GEO/ID	 92.21E	 +   0.268W	2005 Sep?	P	-
S25630	1999-006A	JCSAT 4A	1999 Feb 16	1999 Mar  1?    	2026 Jul 17 0231	    1457.366 	   36101.2 	 	   36302.6 	 	  9.75 	 	GEO/ID	100.82W	 +   5.275W	2021 Dec 10 0147	P	-
S25638	1999-009A	Arabsat 3A	1999 Feb 26	1999 Mar  1 0930	2026 Jul 16 1917	    1437.477 	   35796.3 	 	   35830.9 	 	 11.98 	 	GEO/ID	176.77E	 +   0.354W	2009 Aug 27	P	-
S25639	1999-009B	Skynet 4E	1999 Feb 26	1999 Mar  1 1830	2026 Jul 16 2356	    1454.180 	   36132.9 	 	   36146.7 	 	 12.09 	 	GEO/ID	 75.39E	 +   4.496W	*	P	-
S25657	1999-013A	Asiasat 3S	1999 Mar 21	1999 Mar 27?    	2026 Jul 17 0548	    1456.432 	   36165.9 	 	   36201.5 	 	  9.88 	 	GEO/ID	132.15W	 +   5.047W	2021 Nov 22?	P	-
S25666	1999-016A	Insat 2E	1999 Apr  2	1999 Apr  8 0738	2026 Jul 16 2320	    1444.950 	   35923.0 	 	   35996.5 	 	 11.40 	 	GEO/ID	 50.95W	 +   2.219W	2012 Apr 20	P	-
S25673	1999-018A	EUTELSAT 48C	1999 Apr 12	1999 Apr        	2026 Jul 16 2236	    1462.935 	   36275.6 	 	   36345.0 	 	 10.62 	 	GEO/ID	155.37E	 +   6.629W	2014 Nov  9	P	-
S25740	1999-027A	Nimiq 1	1999 May 20	1999 May 26 1700	2026 Jul 17 0149	    1460.759 	   36230.4 	 	   36305.5 	 	  6.70 	 	GEO/ID	112.39E	 +   6.102W	2021 Dec 18	P	-
S25785	1999-033A	Astra 1H	1999 Jun 18	1999 Jun 24 1630	2026 Jul 17 0629	    1455.354 	   36120.8 	 	   36204.6 	 	 10.70 	 	GEO/ID	 12.68E	 +   4.784W	2019 Oct 17	P	-
S25869	1999-040D	IUS-27 SRM-2	1999 Jul 23	1999 Jul 23     	2026 Jul 16 0919	    1480.876 	     997.7 	 	   72319.5 	 	 27.60 	 	GEO/NS	 90.81E	 +  10.922W	1999 Jul 23 0431:00	C	-
S25867	1999-040B	Chandra X-ray Observatory	1999 Jul 23	1999 Jul 23     	2026 Jul 20 0243	    3808.912 	   11549.8 	 	  137275.1 	 	 56.64 	 	VHEO	110.16E	-	1999 Jul 31 	P	D
S25880	1999-042A	Telkom 1	1999 Aug 12	1999 Aug 21 0200	2026 Jul 17 0503	    1436.503 	   35733.5 	 	   35855.5 	 	  7.75 	 	GEO/ID	 70.02E	 +   0.109W	2017 Dec  1?	P	-
S25900	1999-047E	Blok DM-2M No. 4L	1999 Sep  6	1999 Sep  6 2300	2026 Jul 16 1910	    1437.996 	   35393.1 	 	   36254.4 	 	 14.52 	 	GEO/ID	 44.46W	 +   0.484W	1999 Sep  6 1636:00	R	-
S25896	1999-047A	Yamal-101	1999 Sep  6	1999 Sep  6 2315	2026 Jul 17 0703	    1441.866 	   35530.9 	 	   36268.0 	 	 14.62 	 	GEO/ID	132.78E	 +   1.452W	1999 Oct?	P	-
S25897	1999-047B	Yamal-102	1999 Sep  6	1999 Sep  6 2315	2026 Jul 16 1425	    1440.297 	   35855.7 	 	   35881.8 	 	 13.71 	 	GEO/ID	127.49W	 +   1.060W	2010 Aug  6	P	-
S25894	1999-046A	ABS-7	1999 Sep  4	1999 Sep 13?    	2026 Jul 17 0439	    1440.644 	   35868.5 	 	   35882.6 	 	  6.55 	 	GEO/ID	 57.94E	 +   1.147W	2022 Feb 16	P	-
S25922	1999-052A	Galaxy 27	1999 Sep 25	1999 Sep 30 1830	2026 Jul 16 1920	    1454.234 	   36068.7 	 	   36213.0 	 	 10.32 	 	GEO/ID	172.40W	 +   4.509W	2016 May 10	P	-
S25913	1999-050A	Echostar V	1999 Sep 23	1999 Oct  3?    	2026 Jul 17 0313	    1458.294 	   36209.9 	 	   36230.1 	 	 12.01 	 	GEO/ID	 47.11E	 +   5.502W	2009 Aug 10	P	-
S25924	1999-053A	ABS 6	1999 Sep 26	1999 Oct  4?    	2026 Jul 17 0432	    1436.092 	   35773.3 	 	   35799.7 	 	  0.05 	 	GEO/S	159.01E	 +   0.006W	*	P	-
S25937	1999-056A	DirecTV 1R	1999 Oct 10	1999 Oct 15 1830	2026 Jul 17 0520	    1455.155 	   36150.9 	 	   36166.8 	 	 10.73 	 	GEO/ID	116.53W	 +   4.735W	2014 May  5	P	-
S25949	1999-059A	Telstar 12	1999 Oct 19	1999 Oct 27 0800	2026 Jul 16 0717	    1461.937 	   36253.4 	 	   36328.4 	 	  8.75 	 	GEO/ID	158.67W	 +   6.388W	2020 Dec 26	P	-
S25954	1999-060A	AMC 4	1999 Nov 13	1999 Nov 21     	2026 Jul 17 0015	    1452.546 	   36096.5 	 	   36119.4 	 	  5.33 	 	GEO/ID	139.95E	 +   4.095W	2023 Feb 15	P	-
S25967	1999-063A	UHF F/O F10	1999 Nov 23	1999 Nov 29 0300	2026 Jul 16 2017	    1436.089 	   35779.4 	 	   35793.5 	 	  9.86 	 	GEO/I	 23.07W	 +   0.005W	*	P	-
S26038	1999-071A	Galaxy 11	1999 Dec 22	2000 Jan  2 1630	2026 Jul 17 0253	    1454.174 	   36095.5 	 	   36183.8 	 	  6.82 	 	GEO/ID	 24.45W	 +   4.495W	2025 Feb 28	P	-
S26054	2000-001C	IABS-9	2000 Jan 21	2000 Jan 22     	2026 Jul 16 1423	    1423.209 	   35419.8 	 	   35648.2 	 	 14.12 	 	GEO/ID	150.85W	 +   3.262E	2000 Jan 21 0103:01	C	-
S26052	2000-001A	DSCS III B-8	2000 Jan 21	2000 Jan 22     	2026 Jul 17 0550	    1452.907 	   36092.9 	 	   36137.1 	 	 11.95 	 	GEO/ID	154.10W	 +   4.184W	2025 Jun  9	P	-
S26056	2000-002A	Galaxy 10R	2000 Jan 25	2000 Jan 31 2145	2026 Jul 17 0535	    1445.121 	   35940.1 	 	   35986.0 	 	 12.22 	 	GEO/ID	 10.98W	 +   2.261W	2008 Jun 23	P	-
S26058	2000-003A	Zhongxing 22	2000 Jan 25	2000 Feb  1??   	2026 Jul 16 2050	    1479.617 	   36617.2 	 	   36651.2 	 	 12.51 	 	GEO/ID	141.87E	 +  10.625W	2012 Nov 28	P	-
S26071	2000-007A	Hispasat 84W-1	2000 Feb  3	2000 Feb 10??   	2026 Jul 17 0456	    1451.600 	   36076.4 	 	   36102.6 	 	  8.46 	 	GEO/ID	 47.32E	 +   3.862W	2017 Jun  5	P	-
S26089	2000-011A	Garuda 1	2000 Feb 12	2000 Feb 19 1500	2026 Jul 17 0202	    1441.394 	   35884.4 	 	   35896.0 	 	  9.72 	 	GEO/ID	 90.32E	 +   1.334W	2015 Jan 20	P	-
S26095	2000-012A	Superbird B2	2000 Feb 18	2000 Feb 26??   	2026 Jul 17 0150	    1456.738 	   36124.5 	 	   36254.8 	 	  8.36 	 	GEO/ID	114.04E	 +   5.122W	2018 Jun 14 1154	P	-
S26098	2000-013A	Ekspress 6A	2000 Mar 12	2000 Mar 12 1039	2026 Jul 17 0051	    1465.567 	   36334.9 	 	   36388.1 	 	 13.15 	 	GEO/ID	 91.64W	 +   7.266W	2015 Dec  6	P	-
S26101	2000-013D	Blok DM-2M No. 10L	2000 Mar 12	2000 Mar 12 1010	2026 Jul 16 2218	    1429.049 	   35620.1 	 	   35676.9 	 	 14.34 	 	GEO/ID	 89.38E	 +   1.773E	2000 Mar 12 0407:00	R	-
S26108	2000-016B	Insat 3B	2000 Mar 21	2000 Mar 24 1750	2026 Jul 16 1327	    1444.855 	   35936.3 	 	   35979.4 	 	 10.92 	 	GEO/ID	138.28E	 +   2.195W	2011 Feb	P	-
S26107	2000-016A	Spectrum 1	2000 Mar 21	2000 Mar 30?    	2026 Jul 17 0147	    1436.117 	   35770.8 	 	   35803.2 	 	  9.20 	 	GEO/I	104.84E	 +   0.012W	*	P	-
S26246	2000-019D	Blok DM-2M No. 9L	2000 Apr 17	2000 Apr 18 0341	2026 Jul 16 0934	    1446.386 	   35930.1 	 	   36045.4 	 	 14.74 	 	GEO/ID	 69.21W	 +   2.575W	2000 Apr 17 2106:00	R	-
S26243	2000-019A	EUTELSAT 16C	2000 Apr 17	2000 Apr 18 0341	2026 Jul 16 1327	    1455.178 	   36139.3 	 	   36179.2 	 	 10.94 	 	GEO/ID	137.98E	 +   4.741W	2018 Feb  8	P	-
S26298	2000-020A	Galaxy 4R	2000 Apr 19	2000 Apr 25 1600	2026 Jul 17 0000	    1442.482 	   35891.6 	 	   35931.4 	 	 12.78 	 	GEO/ID	 89.27E	 +   1.605W	2009 Apr 20	P	-
S26359	2000-024D	IUS-22 SRM-2	2000 May  8	2000 May  8 2233	2026 Jul 16 1100	    1444.293 	   35924.0 	 	   35969.8 	 	 13.35 	 	GEO/ID	 87.12W	 +   2.056W	2000 May  8 1601:00	R	-
S26356	2000-024A	DSP F20	2000 May  8	2000 May  8 2255	2026 Jul 17 0356	    1436.271 	   35787.8 	 	   35792.2 	 	 13.19 	 	GEO/I	164.67W	 +   0.051W	*	P	-
S28156	2000-024E	DSP F20 Aperture Cover	2000 May  8	2000 May  9?    	2026 Apr  7 1020	    1443.541 	   35228.8 	 	   36635.6 	 	 13.67 	 	GEO/ID	 21.10E	 +   1.869W	2000 May  8 1601:00	C	-
S26352	2000-022A	GOES 11	2000 May  3	2000 May 11 1334	2026 Jul 17 0456	    1453.946 	   36124.6 	 	   36146.0 	 	 11.86 	 	GEO/ID	 46.89E	 +   4.439W	2011 Dec 16	P	-
S26369	2000-028A	EUTELSAT 12 WEST F	2000 May 24	2000 Jun  1 0700	2026 Jul 16 2104	    1462.366 	   36263.9 	 	   36334.6 	 	  8.66 	 	GEO/ID	168.51W	 +   6.492W	2021 Nov  3	P	-
S26373	2000-029B	Briz-M No. 88502L	2000 Jun  6	2000 Jun  6 1300	2026 Jul 16 2307	    1434.281 	   34665.1 	 	   36837.0 	 	 13.57 	 	GEO/ID	 97.74W	 +   0.450E	2000 Jun  6 0259:00	R	-
S26372	2000-029A	Gorizont	2000 Jun  6	2000 Jun  6 1300	2026 Jul 17 0311	    1437.437 	   35803.2 	 	   35822.4 	 	 13.89 	 	GEO/ID	 37.58E	 +   0.344W	2008 Apr	P	-
S26381	2000-031D	Blok DM-2 No. 89L	2000 Jun 24	2000 Jun 24 0630	2026 Jul 17 0440	    1448.070 	   35975.6 	 	   36065.7 	 	 14.63 	 	GEO/ID	 10.16W	 +   2.992W	2000 Jun 24 0028:00	R	-
S26378	2000-031A	Ekspress 3A	2000 Jun 24	2000 Jun 24 0700	2026 Jul 17 0141	    1457.994 	   36176.3 	 	   36252.0 	 	 12.35 	 	GEO/ID	 83.68E	 +   5.429W	2009 Aug 24	P	-
S26382	2000-032A	Feng Yun 2B	2000 Jun 25	2000 Jun 26 0400	2026 Jul 16 1956	    1438.667 	   35825.2 	 	   35848.5 	 	 13.30 	 	GEO/ID	 46.20W	 +   0.652W	2006 Mar?	P	-
S26460	2000-032C	FG-36 AKM	2000 Jun 25	2000 Jun 26 0400	2026 Jul 16 1854	    1437.138 	   35710.2 	 	   35903.8 	 	 14.44 	 	GEO/ID	147.81E	 +   0.269W	2000 Jun 25 1150	C	-
S26397	2000-036D	Blok DM-2 No. 90L	2000 Jul  4	2000 Jul  5 0600	2026 Jul 17 0543	    1437.002 	   35733.8 	 	   35874.8 	 	 13.98 	 	GEO/ID	 18.53W	 +   0.234W	2000 Jul  4 2344:00	R	-
S26394	2000-036A	Kosmos-2371	2000 Jul  4	2000 Jul  5 0620	2026 Jul 16 2355	    1436.048 	   35773.6 	 	   35797.7 	 	 14.01 	 	GEO/I	 70.41E	 +   0.005E	2009 Mar 11?	P	-
S26390	2000-035A	Sirius FM-1	2000 Jun 30	2000 Jul  6 1300	2026 Jul 16 2109	     912.101 	   24765.4 	 	   24787.6 	 	 59.39 	 	MEO	 89.66E	-	2016 Nov 21	P	-
S26388	2000-034A	TDRS 8	2000 Jun 30	2000 Jul  8 1130	2026 Jul 17 0141	    1436.094 	   35770.3 	 	   35802.8 	 	 12.73 	 	GEO/I	 84.49E	 +   0.006W	*	P	-
S26402	2000-038A	Echostar VI	2000 Jul 14	2000 Jul 17?    	2026 Jul 17 0537	    1457.613 	   36192.8 	 	   36220.6 	 	 10.92 	 	GEO/ID	169.98W	 +   5.336W	2018 May 25	P	-
S26451	2000-043A	Intelsat IS-9	2000 Jul 28	2000 Aug  3 1730	2026 Jul 17 0410	    1448.699 	   36025.4 	 	   36040.5 	 	 10.44 	 	GEO/ID	115.11W	 +   3.147W	2025 Jul  1	P	-
S26470	2000-046B	Nilesat 102	2000 Aug 17	2000 Aug 22 1200	2026 Jul 17 0326	    1468.769 	   36399.0 	 	   36448.4 	 	  9.44 	 	GEO/ID	 92.76E	 +   8.037W	2018 Jun 24	P	-
S26469	2000-046A	Star One B4	2000 Aug 17	2000 Aug 23 1700	2026 Jul 17 0502	    1452.172 	   36084.2 	 	   36117.1 	 	  9.33 	 	GEO/ID	 68.84E	 +   4.003W	2021 Jun 15	P	-
S26480	2000-049D	Blok DM-2 No. 87L	2000 Aug 28	2000 Aug 29 0245	2026 Jul 16 1737	    1466.473 	   36316.1 	 	   36442.1 	 	 14.63 	 	GEO/ID	174.94W	 +   7.484W	2000 Aug 28 2008:00	R	-
S26477	2000-049A	Raduga-1	2000 Aug 28	2000 Aug 29 0249	2026 Jul 17 0005	    1437.058 	   35798.2 	 	   35812.6 	 	 13.98 	 	GEO/ID	 76.83E	 +   0.249W	2009 Apr	P	-
S26483	2000-051A	Sirius FM-2	2000 Sep  5	2000 Sep 11 0050	2026 Jul 15 0805	     872.824 	   23246.9 	 	   24504.2 	 	 67.13 	 	MEO	168.67E	-	2016 Aug  1	P	-
S26487	2000-052A	EUTELSAT 4A	2000 Sep  6	2000 Sep 11?    	2026 Jul 17 0116	    1466.680 	   36350.7 	 	   36415.6 	 	 11.40 	 	GEO/ID	 48.02W	 +   7.534W	2012 Feb 16	P	-
S26495	2000-054B	AMC 7	2000 Sep 14	2000 Sep 18?    	2026 Jul 17 0414	    1452.623 	   36084.2 	 	   36134.8 	 	  6.99 	 	GEO/ID	101.59W	 +   4.114W	2020 Jan 25	P	-
S26494	2000-054A	Astra 2B	2000 Sep 14	2000 Oct  2?    	2026 Jul 17 0549	    1455.811 	   36116.0 	 	   36227.2 	 	  9.65 	 	GEO/ID	 98.95W	 +   4.896W	2021 Jun 12	P	-
S26554	2000-059A	NSS 11	2000 Oct  1	2000 Oct 11 0300	2026 Jul 17 0533	    1436.099 	   35774.2 	 	   35799.1 	 	  2.20 	 	GEO/S	176.03E	 +   0.008W	*	P	-
S26559	2000-060A	N-SAT-110	2000 Oct  6	2000 Oct 14 0300	2026 Jul 17 0209	    1451.879 	   36063.0 	 	   36126.9 	 	  6.87 	 	GEO/ID	128.94E	 +   3.931W	2019 Jan 17 0137	P	-
S26575	2000-065A	DSCS III B-11	2000 Oct 20	2000 Oct 21?    	2026 Jul 16 2048	    1436.087 	   35777.7 	 	   35795.2 	 	 11.67 	 	GEO/I	134.72E	 +   0.005W	*	P	-
S26577	2000-065C	IABS-8	2000 Oct 20	2000 Oct 21?    	2026 Jul 17 0038	    1423.127 	   35299.4 	 	   35765.3 	 	 13.97 	 	GEO/ID	 57.00E	 +   3.283E	2000 Oct 20 0040:02	R	-
S26578	2000-066A	Thuraya 1	2000 Oct 21	2000 Oct 30 0600	2026 Jul 17 0135	    1454.794 	   36121.1 	 	   36182.4 	 	  9.88 	 	GEO/ID	 62.94E	 +   4.646W	2007 May 10	P	-
S26580	2000-067A	AMC 6	2000 Oct 21	2000 Oct 30 1430	2026 Jul 17 0547	    1436.096 	   35770.0 	 	   35803.2 	 	  0.23 	 	GEO/S	135.03W	 +   0.007W	*	P	-
S26590	2000-068A	Intelsat IS-12	2000 Oct 29	2000 Nov  3?    	2026 Jul 17 0550	    1454.159 	   36095.0 	 	   36183.8 	 	  8.41 	 	GEO/ID	125.17W	 +   4.491W	2021 Oct 19	P	-
S26599	2000-069A	Beidou DJW	2000 Oct 30	2000 Nov  6 0530	2026 Jul 17 0137	    1455.949 	   36143.8 	 	   36204.7 	 	 12.40 	 	GEO/ID	 70.05E	 +   4.929W	2011 Nov 21	P	-
S26608	2000-072A	Intelsat IS-1R	2000 Nov 16	2000 Nov 25 1630	2026 Jul 17 0625	    1454.992 	   36135.6 	 	   36175.7 	 	  8.15 	 	GEO/ID	 22.80E	 +   4.695W	2024 Aug  2	P	-
S26624	2000-076A	Anik F1	2000 Nov 21	2000 Dec  3 2030	2026 Jul 17 0557	    1455.197 	   36133.5 	 	   36185.7 	 	  5.27 	 	GEO/ID	 99.64W	 +   4.745W	2024 Nov 25	P	-
S26626	2000-077A	Sirius FM-3	2000 Nov 30	2000 Dec  6 1100	2026 Jul 14 1529	     906.668 	   24621.6 	 	   24683.6 	 	 59.67 	 	MEO	111.33E	-	2016 Aug 11?	P	-
S26635	2000-080A	USA 155	2000 Dec  6	2000 Dec  8?    	2021 Jan 13 1106	    1436.078 	   35725.6 	 	   35846.9 	 	  9.29 	 	GEO/I	110.09E	 +   0.002W	*	P	-
S26638	2000-081A	Astra 2D	2000 Dec 20	2000 Dec 23?    	2026 Jul 17 0057	    1454.536 	   36137.9 	 	   36155.6 	 	 10.53 	 	GEO/ID	 70.95W	 +   4.583W	2023 Jan 19	P	-
S26639	2000-081B	AMC 8	2000 Dec 20	2000 Dec 26 2030	2026 Jul 17 0415	    1452.376 	   36091.1 	 	   36118.2 	 	  6.19 	 	GEO/ID	 96.77W	 +   4.053W	2022 Dec  2	P	-
S26643	2000-082A	Beidou DSW 2	2000 Dec 20	2000 Dec 30?    	2026 Jul 17 0226	    1450.884 	   35735.2 	 	   36415.9 	 	 12.63 	 	GEO/ID	120.61W	 +   3.686W	2011 Nov 23	P	-
